LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,__target__
28931,2,1,2,44,2,0,2,2,2,2,-3932,18840,16493,9979,7028,19036,1063,2469,-34,-400,2123,915,0
82891,1,1,1,36,2,0,0,0,0,0,60968,67644,77296,58754,192646,91600,36129,4217,1943,716,5751,1159,0
53315,2,2,1,35,-2,-2,-2,-2,-2,-2,-326,-708,2882,360,7721,12,254,2046,1954,7146,1741,3036,0
229701,2,1,1,31,1,-2,-2,-1,-1,-1,1341,-168,1018,103,-915,1153,1726,1576,1090,6200,1924,13694,0
96173,2,2,1,32,-1,-1,-1,0,-1,-1,-171,-708,1760,567,-224,-232,1009,1314,2866,1201,1439,1882,0
95262,2,1,1,27,0,0,0,0,0,0,2951,9309,12599,8245,11694,10213,3534,1177,1003,1847,2239,528,0
87765,2,2,1,45,-1,-1,0,-1,-1,-1,9699,9312,17943,5051,20006,10272,2177,19553,7966,6900,2075,2014,0
159738,1,2,2,33,0,0,0,0,0,0,34111,47200,98547,38740,43919,59395,6058,2616,1014,4093,436,567,0
499237,2,1,2,22,0,0,0,0,0,-1,23243,132289,20221,11135,24133,9265,1521,1428,5950,213,2914,5981,0
508469,2,2,1,26,0,0,0,0,0,0,92490,207019,268011,413214,236194,151110,8239,21425,15528,28450,17779,15183,0
30828,2,2,2,24,3,2,2,2,2,0,2682,26467,10990,11574,41760,56075,-537,276,343,1444,2799,2099,1
22485,1,3,1,46,3,2,2,2,2,2,8201,17910,67680,15796,33406,22225,2654,173,183,4053,1136,-106,0
197351,2,3,1,35,2,0,0,0,0,0,29634,68715,36400,10182,22346,-979,28423,497,794,234,576,972,1
56003,2,2,1,28,0,0,0,0,0,0,22296,24239,10006,4900,14005,363,7014,4732,410,449,615,89,0
222551,2,4,1,47,2,0,-2,0,-2,-2,48758,162528,88687,40801,28414,43233,62744,1652,1166,36813,1705,11865,0
55045,1,2,3,50,2,2,2,5,0,0,708,-2124,-749,1542,-1074,-16,-1239,-1077,-1412,-212,-116,544,1
80614,1,1,2,33,-1,-2,0,0,0,0,-402,-921,58009,-348,10004,1800,1071,2132,1280,1461,1481,9487,0
89481,2,2,1,25,0,0,0,0,0,0,40012,43189,37057,37188,25805,30402,5658,3330,1301,3363,3511,1397,0
652385,2,2,1,36,0,0,0,0,0,0,90337,165913,98525,44320,92390,58017,43226,4727,1501,25731,3914,9939,0
338361,1,2,1,48,0,0,0,0,0,0,71596,113728,129010,130966,92390,68720,5603,4011,3147,4613,2382,250,0
298121,2,2,1,39,-1,-1,-1,-1,-2,-1,2292,-902,487,5011,-1374,-979,1769,24240,7105,6791,55219,365,0
52522,2,2,1,24,-1,2,-1,0,0,-1,986,2377,858,-609,1727,39487,503,978,2852,2929,2895,2076,0
77845,2,3,0,29,0,0,2,2,0,0,3752,-2279,12064,260,5384,13839,4827,4399,2126,1189,303,156,0
52526,1,2,1,49,1,-2,-2,-2,-2,-2,1639,11841,1196,50,-1812,948,-88,1107,-767,-733,353,195,1
52871,2,2,1,29,0,0,0,-1,-1,0,18174,26391,10249,1477,15936,13636,6009,19161,1232,7469,2808,1479,0
110704,1,1,2,27,1,0,0,0,-2,-2,1417,526,3334,599,1807,547,1486,1176,1054,591,1954,224,1
22939,1,2,1,36,2,0,0,0,2,0,30391,54068,57864,42520,54327,55498,5049,-144,364,1277,1323,1230,1
222038,2,2,1,32,0,0,0,0,0,0,212815,153311,122586,116118,88025,51621,11677,11201,4160,5581,6366,2365,0
192456,1,3,1,48,-1,-1,-1,-1,-1,-1,3377,-2062,-1056,-241,-835,-462,6237,1247,2673,7419,2087,42542,0
56131,1,2,1,54,0,0,0,0,0,0,40385,11434,45687,8679,17033,13238,1953,1462,2964,621,4018,90,0
53525,1,2,2,29,1,3,2,2,2,2,17666,24222,47224,31708,22122,57191,6910,3902,578,1453,2636,55,0
357740,1,4,2,26,-2,-2,-2,2,-1,0,7157,7875,26061,10737,25691,39709,5584,3922,13181,4343,1729,1226,0
26548,2,2,1,49,2,-2,0,-2,-2,-2,8106,11469,1205,6853,-184,449,80,945,78,-338,-25,24,1
233267,2,1,1,32,0,0,0,0,0,0,99120,131851,70256,74424,120687,52165,6347,2651,2314,5339,936,1320,1
94552,2,1,2,34,1,-1,-1,-1,-1,0,-309,12564,14726,3488,18989,15715,2366,23861,283,15663,4343,2369,0
217971,1,3,1,36,1,-2,-2,-2,-2,-2,10732,3451,-1666,-541,4095,16,-1199,636,-1,225,66,99,0
141229,1,2,1,45,1,0,0,0,0,0,56081,67145,89523,76162,77438,63481,-483,1774,1050,9761,1473,5973,0
87963,2,2,1,32,1,-1,-1,-1,-1,-1,-1208,20930,1331,15116,23226,-774,2125,4440,1192,8988,2758,198,1
205048,2,4,2,48,-2,-2,-2,-2,-2,-2,25689,15942,1666,1061,117,403,2229,1385,67,-442,2067,-240,0
240287,2,2,1,38,0,0,0,0,0,0,216186,250249,204158,202507,190358,193064,36907,10217,93585,3597,9072,3122,0
262934,1,2,1,24,0,0,0,0,0,0,118938,198299,202335,96370,132569,112525,14640,11249,1626,7410,2604,1462,0
245446,1,3,1,50,0,0,0,0,-2,-2,35849,63766,20667,16475,27942,55532,2630,42631,1254,7001,1059,688,0
84875,2,3,0,38,2,0,0,0,0,0,40793,57700,54347,36153,27443,29964,406,3061,641,3326,2352,372,0
244316,1,2,1,31,-1,-1,-1,-1,-1,-1,6114,-1267,-1275,2210,-2410,-1855,-2000,1502,-769,-425,97,453,1
246730,2,2,1,32,0,0,0,0,0,0,358674,298857,190250,184757,137245,208739,10155,13540,10789,2021,12343,859,1
86918,2,2,1,51,0,0,0,0,0,0,39748,1094,23008,9392,19995,22743,1824,2309,4772,4254,1529,4639,0
48985,1,3,1,45,1,2,2,2,2,2,2691,8809,-2286,13104,44570,31548,-194,339,944,753,1159,504,1
458511,2,2,3,36,-1,-1,-1,-1,0,-1,20378,16944,19775,6783,14377,19713,831,1665,19701,6292,14021,12980,0
47449,1,2,2,46,0,0,0,0,0,0,9191,6208,11149,4101,7354,10189,1484,1719,282,8247,4109,477,0
156927,1,1,1,34,-1,-1,-1,-1,-2,-1,2999,2009,1797,1588,511,485,1531,510,404,99,1016,1654,0
54164,2,2,2,34,-1,2,0,0,0,0,10428,592,18423,9597,12676,19206,1761,1001,3087,691,2607,1646,0
137076,1,1,2,32,0,2,0,0,0,0,62158,50187,58255,38780,40466,93253,3075,2016,1014,3827,4733,2298,0
212856,2,2,2,28,1,-2,-2,0,0,0,83408,48132,15053,45153,49322,38932,3199,2217,1495,1889,4265,14481,0
272666,1,1,2,27,1,-2,-2,-2,-2,-2,54417,61247,73105,18960,14293,1965,5110,20807,936,2034,28008,10686,0
230073,1,3,1,31,-1,-1,-1,-1,-1,-1,743,-700,855,1999,-1787,973,-1140,72,-475,360,281,432,0
219225,1,1,2,30,1,0,-1,-1,0,-1,341247,89642,94329,248898,519921,388691,8522,22215,10775,17267,44521,18032,0
240925,2,2,3,34,2,0,0,0,0,0,72645,301826,257042,55188,91492,24710,9173,1675,2862,5959,4599,6765,0
102025,2,3,1,35,2,2,0,0,0,0,44197,49599,52255,46837,57842,51381,2270,1278,195,1848,905,1341,1
98724,2,2,1,29,-2,-2,-2,-2,-2,-2,10319,896,-111,-532,-2135,879,512,1509,162,2323,1804,2461,0
234258,2,2,1,31,-1,-1,-1,-1,-1,-1,1071,-574,-848,-1767,-877,-638,-878,1090,507,722,-1,265,0
48534,1,2,3,45,0,0,0,0,0,0,2196,3782,12864,5610,8292,19297,68,2099,1241,534,5684,-250,0
21676,1,1,2,37,1,3,3,0,0,0,-484,16898,976,19565,14204,21432,-391,239,980,803,4836,377,0
54060,2,2,3,24,1,2,0,0,0,0,38437,49770,43959,19645,-881,16218,1201,-294,-566,132,4594,70,0
78096,1,2,1,56,2,2,2,0,0,0,41239,36599,42435,61178,43484,54864,1335,1066,245,1529,235,1827,1
22189,2,2,1,48,0,0,0,0,0,0,23592,64277,10258,18135,-139,487,3036,4393,1617,215,-148,-374,0
92929,2,3,1,39,-2,-2,-2,-2,-2,-2,45308,41640,35010,35513,-1713,-341,6662,2765,619,1701,165,-54,0
159527,1,6,1,32,0,0,0,0,0,-1,56175,184789,16706,86639,58605,67306,9455,9363,1559,454,378,545,0
231267,2,2,1,34,0,0,0,0,0,0,124268,158491,96810,86672,64589,53522,10773,6044,3474,1913,5731,8147,0
54519,2,3,3,53,0,0,0,0,0,0,3129,51068,2823,13106,14102,15425,590,1880,898,-21,1916,-288,0
440073,1,2,1,30,0,0,0,0,0,0,352348,259180,465021,343269,478048,539571,7556,11593,26111,6788,5343,1496,0
227827,2,1,2,28,0,0,0,-1,0,0,186137,48596,89400,27024,45547,60699,24040,11636,18462,5955,26333,12730,0
224751,2,2,2,28,0,0,2,0,0,0,14133,23749,9594,7986,15821,7331,4110,21958,14533,7663,1857,1141,0
106328,1,2,2,25,-1,-2,-2,3,-2,-1,-1550,-1061,1511,2289,-389,1716,-1027,1836,443,170,328,131,0
92860,2,3,2,64,2,2,2,2,2,2,54816,103081,115388,69800,75801,96547,849,6548,621,1233,1629,650,1
180588,2,1,2,24,-2,-2,-2,-2,-2,-2,23936,77290,3282,120,1608,2139,1330,2038,-515,-678,412,621,0
192805,2,2,1,29,1,2,2,0,0,2,6315,79196,44651,26549,25955,49597,2525,7940,12095,1247,93,4015,1
84893,2,1,2,32,-2,-2,-2,-2,-2,-2,22383,40703,32349,25086,-821,1169,2130,1805,-895,1739,4259,155,0
204023,2,2,1,27,0,0,0,0,0,2,18442,165854,40250,50963,23953,46885,4127,1849,3604,1242,-83,5497,0
154805,2,2,2,29,1,2,0,0,0,0,48854,104491,97686,50552,52867,93588,2576,5634,1957,1376,4631,300,0
8835,1,2,1,58,1,2,2,0,0,0,6437,1949,20162,19369,11441,19324,867,1622,1350,353,1950,371,1
496567,2,2,2,44,0,0,0,0,0,0,86577,49839,55357,22912,27223,52236,6564,403,7564,41346,3320,546,0
34812,1,2,2,27,2,-2,-2,-2,-2,-2,22679,-1067,-944,-124,-941,398,550,-32,-1411,-520,-79,-68,1
478065,1,1,2,29,0,0,0,0,0,0,52156,47641,63355,38998,45205,58721,21427,1528,20411,9059,3804,10642,0
257574,1,2,2,47,0,0,0,0,0,0,151384,142087,145910,180827,161989,179794,8077,9879,11891,5927,7801,2278,1
228480,2,2,2,35,2,2,2,3,-1,-1,-319,606,-182,2150,1489,1749,261,506,-198,449,515,85,1
77474,1,2,1,23,0,0,0,0,0,0,34211,25114,23904,13542,8215,18370,6116,2095,761,5621,290,27,0
266167,2,2,1,36,-2,-2,-2,-2,-2,-2,2211,895,2395,11642,-1285,633,594,1831,-454,4403,20140,657,0
164268,2,1,2,27,0,0,0,0,0,0,39518,62349,39875,40800,44285,52019,6414,2265,838,963,4573,1428,0
238201,1,5,1,40,0,0,0,0,0,0,148921,70811,106551,63944,88839,80400,1347,38485,6702,7162,489,7036,0
381464,2,1,1,44,0,0,0,0,0,0,102612,113859,94253,334235,47482,26817,8220,14665,3957,11766,1163,-251,1
264224,2,4,2,29,-2,-2,-2,-2,-2,-2,-48,2524,3632,1205,287,1778,-263,1360,-793,-109,1880,-42,0
95750,1,2,2,34,-1,-1,-1,-1,0,-1,2019,904,2185,1491,-51,363,1380,897,375,-21,1148,374,0
251146,2,2,2,31,-2,-2,-2,-2,-2,-2,-586,-1118,-348,924,-199,-632,-573,381,-832,2627,1193,203,1
49857,1,2,3,38,-1,2,0,0,0,0,-701,-968,1293,16823,843,-159,59,909,617,-303,350,478,1
18527,1,5,1,24,0,0,0,0,0,0,12814,19173,24702,15073,4328,17057,1178,2515,-26,-416,3037,-431,0
19925,2,3,1,40,1,0,-2,-2,-1,-1,4286,11557,11433,2398,838,43,209,2197,1199,93,1164,2320,0
17143,1,2,2,24,0,0,0,2,0,0,36396,44703,33407,23556,46065,51543,1851,5516,974,2121,925,695,1
175219,1,4,2,31,-1,-1,-1,-1,-1,-1,10810,-998,1927,-418,1167,1812,1584,1883,-881,221,1,194217,0
28051,1,3,3,49,2,0,2,2,2,2,7866,20968,5780,28092,11487,10408,1446,2126,1803,572,1555,-40,0
73557,2,1,2,34,0,0,0,0,0,0,6017,4169,51736,10153,22231,53924,2243,1882,922,552,5032,-636,0
169857,1,5,1,42,2,-1,-1,-2,-2,-2,1419,7014,15694,566,1478,1402,3003,593,-334,2688,1976,2600,1
259422,2,2,1,33,0,0,0,0,0,0,222771,438449,398787,317211,329461,228404,8730,15159,24410,7612,11868,1538,0
189427,1,3,1,33,0,0,-2,-2,0,0,48689,39633,63577,47344,40858,48817,1186,24028,505,7202,1314,459,0
51609,2,1,1,32,0,0,0,0,0,0,44322,49175,44862,20068,7459,522,88,1235,444,233,1270,302,1
52769,2,2,1,29,-1,2,2,-1,-1,-1,5918,6557,-327,10381,-466,19329,7251,427,4473,3669,21741,1822,0
83690,2,1,2,32,0,0,-1,0,0,0,16930,24358,21608,13238,14980,12979,842,1554,2716,5743,1304,1666,0
132090,1,2,1,39,0,0,0,0,0,0,34523,129154,54583,44138,54097,44448,5940,2855,3154,192,3995,4185,0
134601,2,2,1,28,0,0,0,0,0,0,68378,41349,74529,1980,27665,2268,3105,4765,807,81,1694,535,0
22082,2,2,1,23,0,0,0,0,0,0,41236,396,1081,-1494,6703,11736,8618,1895,1013,233,710,710,1
262726,2,2,1,41,-2,-2,-2,-2,-2,-2,2661,-2096,-2136,889,-2577,49,-1158,177,-907,-605,19,207,0
178739,1,2,2,35,2,0,0,0,0,0,163164,148783,204845,194339,207083,3748,7525,10169,268,545,-151,820,1
394683,1,1,2,29,-1,-1,-1,-1,-1,-1,14184,6287,15121,18796,10841,9591,9040,26275,358,9660,4039,12965,0
218427,2,2,1,47,-1,-1,-1,-1,-1,-2,14691,-482,-983,504,-864,-371,6189,131,-753,2581,186,-15,0
95644,2,2,2,46,-1,-1,-1,-1,-1,-1,102,64420,55361,13858,-197,2377,2442,1812,174,1828,525,896,0
224305,1,3,1,33,1,2,2,0,0,0,30392,68886,71629,166947,158879,65471,2004,7602,1362,7929,549,6771,1
380800,1,3,3,38,1,-2,-2,-2,-2,-2,4737,2099,1555,-216,562,287,84,625,-192,-145,1445,471,1
228134,1,1,2,29,-1,-1,-1,0,0,0,1613,-328,20857,9644,17390,37680,2115,382,180,218,4448,2257,0
211867,2,2,2,22,0,0,0,0,0,0,71731,2171,44390,26247,19897,45823,4603,1302,-34,5,1669,-170,0
253611,1,2,1,33,0,0,0,0,0,0,244521,312579,174619,211544,113466,137988,11111,12494,6614,7660,3285,452,0
264300,2,4,2,25,0,0,0,0,0,0,219058,289325,218350,296870,367820,260979,11546,17212,13233,6480,1797,4928,0
192060,2,3,2,34,2,-2,0,0,-2,0,28533,49139,38795,23828,13182,869,8688,6777,449,372,1371,1785,1
241278,1,1,1,39,0,0,0,0,0,0,128550,205668,65455,110312,227414,228460,4690,7924,2784,1999,2435,55,0
23411,1,1,2,26,1,0,0,0,0,0,7863,9271,1202,12141,18934,1866,1002,561,357,-180,491,-707,0
498327,1,1,2,32,0,0,0,0,0,0,59763,62794,57204,40972,59144,36979,24875,6506,12399,31502,6985,13986,0
295517,1,2,2,27,-1,-1,-1,-1,0,0,12305,7899,15656,10604,8768,45,613,2570,996,4947,3581,15721,1
103231,1,2,2,27,0,-1,0,0,0,-1,44653,46190,85976,10119,20087,19826,4698,8762,2191,7761,4341,6141,0
221338,1,2,3,34,-1,-1,-1,0,0,0,1064,621,883,1876,1156,8969,-325,528,302,360,2225,590,1
49087,1,2,2,23,0,0,0,0,0,0,11214,15060,8829,7581,6971,4562,1851,4107,1082,303,-85,1387,0
209937,2,2,1,48,1,-1,2,-1,-2,-1,2043,-535,920,546,1483,1250,-55,93,-221,268,-7,283,1
526200,2,4,1,31,-2,-2,-2,-2,-2,-2,1632,893,2421,-284,474,2234,2443,-105,926,13,303,4692,1
289725,1,6,2,34,0,0,0,-1,0,0,8460,-276,9470,2638,-576,2179,7567,1126,1385,904,1231,160,0
145286,2,3,2,24,0,0,0,0,0,0,49045,55638,39380,30697,47508,16250,3183,3430,621,2987,1824,2392,0
30101,1,3,3,40,0,0,0,0,0,0,17320,9279,7296,27985,9076,26033,1364,919,651,476,1231,115,1
299999,2,1,1,34,-2,-2,-2,-2,-2,-2,-709,-248,2566,275,-1936,716,271,23,-375,155,169,3162,0
349972,2,1,2,44,-1,2,0,-1,0,-1,67468,101858,69546,120726,146832,456,407,867,1255,1053,1565,4928,1
20501,2,2,1,28,0,0,0,0,0,0,19603,27460,5710,13678,14382,6295,4994,2260,875,4638,1089,-109,0
148224,2,2,2,25,0,0,0,2,0,0,23793,79078,9009,10655,18882,20435,7405,4397,1474,3146,4913,246,0
88299,2,2,2,35,0,0,0,0,0,0,33577,56916,55990,44881,33880,42203,4132,1985,278,1361,2763,1976,0
28155,1,2,1,25,2,3,2,0,0,3,16773,26693,2449,3894,3184,3031,442,2020,-976,-263,131,-494,1
152831,2,5,1,30,0,0,0,0,0,0,160347,95708,84680,46680,32781,59999,4911,6028,1096,3810,1192,2162,0
196721,1,1,2,33,0,0,0,0,0,0,91343,170790,79651,69898,116842,94365,4812,1202,3604,1671,1914,5848,0
234022,1,2,2,32,0,0,0,0,0,0,170461,168513,228562,123746,148100,205203,4542,12072,3902,5613,1880,726,1
159285,1,2,2,30,-2,-2,-2,-2,-2,-2,12050,10000,1570,1252,-1069,2745,943,1856,2517,3354,1864,8936,0
190856,2,2,1,37,-1,-1,-1,-1,-1,-1,-1687,-2250,290,267,12782,2006,6679,120185,8985,8577,1870,1427,0
224642,2,2,1,32,2,-2,-2,-2,-2,-2,1639,860,37,419,-1070,333,2052,774,255,-875,-45,-184,1
439359,1,2,2,35,0,0,0,0,0,0,262780,261797,277197,314800,165344,267777,9549,13610,14008,23710,3866,1377,0
86204,1,1,2,28,-1,-1,-1,-1,-1,-1,-1226,2553,1019,7121,-74,14824,-674,1344,1071,1562,1513,2481,0
237105,2,1,2,36,0,0,0,0,0,0,216657,321535,264749,131230,227925,39244,8863,1739,1392,5135,9281,3800,0
50679,1,5,2,26,0,0,0,0,0,0,73764,137198,59738,564,14631,5274,4384,2167,1726,48,844,-235,0
17890,1,2,2,39,2,3,2,2,2,2,453,12535,4874,6993,4640,6389,1040,742,-883,398,2036,-458,1
56332,1,1,2,22,0,0,0,0,0,0,44580,42975,26491,142,1140,2345,2582,1731,555,-15,-145,364,0
227990,1,2,1,32,-1,-1,-1,-1,-1,-1,2651,3067,1333,2765,2891,2843,-832,1281,-41,151,1880,2362,1
398273,2,2,1,42,1,0,0,0,0,0,68438,61915,75636,34639,36766,41496,409,1891,5209,1337,1568,521,0
524957,2,6,2,31,0,0,0,0,0,0,67468,191984,93682,62838,47335,43754,3405,6407,53044,8636,2909,7893,0
224010,2,1,2,28,-1,-1,-1,-1,-1,-1,-1455,-138,687,-703,12250,3722,674,8417,72860,1267,3462,2180,1
24948,1,1,2,22,0,0,0,0,0,0,13838,12469,9641,7170,11624,-1039,4165,4122,947,1636,32,1606,0
14125,1,2,2,24,0,0,0,0,-1,0,28147,134167,19332,790,377,-598,4956,972,664,2169,-15,-144,0
449189,2,3,1,32,-2,-2,-2,-2,-2,-2,1348,10784,13796,6166,243,7237,11197,1455,-432,3347,1813,273,0
253674,2,2,1,37,0,0,0,0,0,0,148786,232663,72269,116562,147253,56089,10095,3917,4953,2796,702,101,0
382961,1,1,2,28,-2,-2,-2,-2,-2,-2,975,3815,1705,2757,-455,2179,646,2071,310,405,1619,2856,0
56170,1,6,1,39,0,0,0,0,0,0,38130,57439,51503,30183,30063,55707,4874,2402,1348,1648,1238,691,0
488132,2,2,1,53,-1,-1,-1,-1,0,0,22030,22830,23984,24180,18950,22233,8460,23600,927,6271,911,11395,0
216864,2,1,1,34,0,0,0,0,0,0,321582,465773,416427,478739,156043,237073,5516,22185,32678,31748,19894,2194,0
482430,2,1,1,33,0,0,0,0,0,0,2454,8207,-1078,16046,4195,-1011,4506,72935,1057,6274,5226,15814,0
509157,2,2,1,31,-2,-1,-2,-1,-1,-1,11180,20652,27301,23379,13514,20693,16046,22501,796,47953,25034,13507,0
96025,2,2,1,40,-1,-2,-2,-2,-2,-2,2915,2457,95,-1673,968,84,1319,1016,710,228,269,516,1
147497,1,3,2,31,-1,-2,-2,-2,-2,-1,1975,-1049,1426,819,1346,1064,653,819,-384,205,93,1983,1
137199,2,2,1,45,0,0,0,0,0,0,68224,52650,58356,39251,15772,15501,917,1357,1184,2670,2500,-106,0
51169,2,1,2,26,-2,-2,-2,-2,-2,-2,-1345,7442,815,-2543,-2246,28,627,1468,-1169,721,-43,-329,1
142394,2,2,2,28,1,-1,-1,-1,-1,-1,409,1460,11,-875,-450,854,61,715,-342,237,2109,50,0
224474,2,1,1,36,1,2,0,0,0,0,101904,147662,69128,136441,122919,83972,5782,83615,7207,4010,754,5091,0
287807,1,4,1,46,-1,-1,-2,-2,-2,-2,867,-1547,3160,1011,1701,3229,1625,971,-1229,33,247,667,0
49416,1,2,2,54,-2,-2,2,0,-1,-2,14021,-676,1201,629,-301,13123,590,2174,4991,21518,4861,305,0
219054,2,2,2,52,1,-2,-2,-2,0,-2,795,120,496,523,-422,-249,-1219,1994,280,26,275,462,0
345554,2,1,1,32,-1,-1,-1,-1,0,-1,8503,6237,13600,10788,5709,-742,819,5544,33,12577,5707,11761,1
282296,2,1,1,37,0,0,0,0,0,0,80681,141222,136968,141031,129047,164375,9395,10893,3091,740,2944,200,0
237567,2,3,2,28,-1,2,-1,0,0,0,264,13046,85323,58445,30209,16273,3327,1629,2755,32613,3703,4151,0
34680,2,1,2,30,0,0,2,2,2,2,-227,4580,34320,21883,33155,24336,3891,4478,919,4053,573,3857,0
204304,2,2,1,49,1,-1,-1,-1,-1,-1,-1598,-179,2118,152,-70,289,-76,2601,1883,-180,149,1580,0
13815,2,2,2,22,0,0,0,2,0,0,16874,17586,12546,-4539,11667,1280,6345,2404,18814,1512,1158,-174,0
79328,2,3,2,28,0,0,0,0,0,0,30414,40948,62401,26402,24288,50048,1400,1693,825,980,-101,3152,0
177218,1,2,1,35,0,0,0,0,0,0,140174,167512,201330,83976,135116,104379,6491,2679,3471,7280,4737,3910,0
26464,1,2,2,24,3,3,2,2,2,2,10822,15891,774,419,-444,1708,-98,-19,0,-126,475,-356,1
21811,2,2,2,28,0,0,0,2,0,-1,14613,11797,3405,12722,180,254,8156,1169,533,1938,163,25,0
249768,1,2,1,29,1,3,2,3,3,4,12948,26694,1697,1429,1858,2434,-21,-672,413,53,608,-140,1
51600,1,3,1,24,0,0,0,0,0,0,19406,17637,18416,4080,8296,-203,2318,2247,1116,219,146,19,0
93051,2,2,2,32,1,-1,-2,-1,-1,-1,5976,-1180,-1250,766,217,-220,4828,476,26,583,89,1498,1
121442,2,2,2,23,0,0,0,0,0,0,121955,171948,65297,34209,36396,12017,6994,1563,1544,1329,1516,401,0
87247,2,2,1,24,0,0,0,2,0,2,41673,118022,44652,11881,118161,61871,5667,1710,1413,1861,1148,976,1
236258,1,3,1,40,0,0,0,0,0,0,74602,134191,168209,164137,139992,91237,4388,9605,4953,3741,1190,6341,0
19693,2,2,3,27,3,2,0,0,0,0,2101,704,-403,7393,6594,11159,-957,1785,2339,307,410,263,1
196714,1,5,1,40,0,0,0,0,0,0,95053,177254,159432,98922,105765,84375,3247,9912,1429,-98,1505,-99,0
25024,1,2,2,26,2,2,2,0,0,0,128,1073,761,5879,7122,32689,156,438,380,100,40,244,1
27958,2,2,3,38,3,2,2,2,2,2,11138,29659,39983,41085,59442,24179,3069,2923,55,1582,2752,1041,1
187242,1,1,2,31,-2,-2,-2,-2,-2,-2,-170,131,253,2471,585,1284,131,1405,-664,-11,1485,591,0
250821,1,3,0,48,-1,-2,-2,-2,-2,-2,-117,-3232,-655,1276,-900,-876,-1402,1108,-1474,-526,-10,91,1
98007,2,1,2,28,0,0,0,0,0,0,37631,75963,48569,51444,39097,58426,8114,3168,3785,2481,1599,2343,0
139098,1,1,2,23,0,0,0,0,0,0,44764,55829,21787,53849,51949,39827,6579,2103,1025,1913,1299,1714,0
230412,1,2,1,39,-2,-2,-1,-2,-2,-2,608,-2244,1005,-753,-534,72,-854,569,-493,435,551,400,0
504778,2,1,1,33,0,0,0,0,0,2,19682,48659,25290,43594,37498,37354,20740,20344,25558,3672,8420,4765,0
222710,1,1,2,40,1,2,3,0,0,0,57760,38571,71719,54192,200859,76486,12703,25253,8032,7721,4545,3155,0
26911,2,2,0,49,2,3,2,2,2,2,14629,55010,37262,51812,32746,37171,-19,2210,1314,3373,1977,1891,0
245750,2,6,1,51,0,0,0,0,0,0,101834,150641,121620,87976,112139,156406,11950,8076,5082,2590,4011,2138,0
400422,1,2,2,46,1,-1,-1,0,0,0,8174,219,4070,8507,30755,39974,3331,1405,8778,8284,2709,1865,0
23317,2,5,1,23,-1,-1,-1,-1,-1,0,2266,591,15056,12081,830,-1580,1511,2296,-124,-536,176,399,0
25913,1,2,2,40,0,-1,2,-1,-1,2,1185,3703,16424,7354,17039,4413,11957,17756,5394,9680,1866,3110,1
144450,2,2,3,35,0,0,0,0,0,0,81057,130516,151899,57166,80768,77366,-374,1528,1046,7496,1870,2058,0
121940,1,3,2,38,0,0,0,0,2,0,41808,131677,66998,112359,65705,99676,2520,121547,1400,3568,1353,1019,0
229517,2,2,2,29,0,0,0,0,0,0,99263,177992,125487,61707,150467,118771,12214,7810,10959,1993,519,1110,0
184264,2,0,1,34,-1,-2,-1,-2,-1,-1,175,1297,3132,1579,1799,941,2099,1984,466,839,2596,113,0
90676,2,1,2,31,0,0,0,0,0,0,60984,145367,52405,73823,25239,91116,10347,4511,1236,4454,3827,6261,0
49883,2,2,1,25,0,0,0,0,0,0,38951,57394,84250,52217,45163,40484,2743,2362,1797,1334,1412,233,0
157359,1,1,2,23,0,0,0,0,0,0,85078,177318,47610,36205,56205,65910,6467,2024,743,1891,648,907,0
192501,1,2,1,32,1,-2,-2,-2,-1,-2,1207,149,1610,202,-220,2039,-1151,136,-750,-166,433,521,1
79548,1,1,1,33,1,2,2,5,4,4,986,-3183,-1939,1217,-2218,87,-783,-981,-1053,102,367,409,1
505054,2,2,1,50,0,0,0,0,0,0,27542,97724,26030,11111,14307,39363,4302,10989,3295,4708,3853,1185,1
19535,2,1,2,27,1,2,-2,0,0,0,6476,929,1632,8630,416,27005,531,2058,506,1612,1124,-138,1
214567,2,1,2,28,-1,-1,-1,-1,-1,-1,-930,-2120,183,-779,182,1017,-220,1719,4517,7303,4784,1414,0
24703,2,1,2,28,2,2,0,0,0,0,13470,14232,15380,8278,12571,11865,714,323,1183,231,1123,153,1
375467,1,2,1,44,-1,-1,-1,0,-1,0,15012,-365,-1253,-283,-1332,-860,6224,250,768,5302,50,407,1
22168,1,2,2,51,1,2,2,0,0,0,-881,19622,6452,1752,24714,54590,546,624,1412,8181,1258,1558,1
222410,1,2,1,38,1,2,0,2,2,2,46793,114203,59797,130506,90492,95717,1294,2214,1193,6289,1832,1256,0
68521,1,2,1,61,0,0,2,0,2,0,20699,44216,49189,22392,69775,59974,5595,760,1425,6838,2199,524,0
89240,1,2,1,24,1,0,0,0,0,0,29126,71974,38025,31435,49014,22673,4803,2067,3743,3850,329,507,0
30543,1,1,1,23,0,0,0,0,0,0,27312,42090,45104,40770,10782,55397,1269,2129,-479,30,571,-105,1
226147,2,3,0,36,1,-1,-1,2,-1,-1,9305,-1304,846,493,653,2321,-331,-289,-161,94,1899,563,0
