age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
46,Self-emp-inc,576335,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,19,0,69,United-States,0
41,Self-emp-not-inc,266861,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15059,-1,45,United-States,1
34,Private,274835,Bachelors,13,Never-married,Craft-repair,Not-in-family,Black,Male,13,0,40,Cuba,0
48,Private,69119,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Female,27,0,44,United-States,1
42,Private,120768,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15313,1,49,United-States,1
65,Self-emp-not-inc,118754,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,16,1,61,United-States,1
18,?,300837,11th,7,Never-married,?,Own-child,White,Male,16,0,10,United-States,0
59,Self-emp-inc,132485,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15788,-1,72,?,1
53,Private,228105,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,20,0,40,United-States,0
51,Private,236018,HS-grad,13,Separated,Other-service,Not-in-family,White,Female,5,0,40,United-States,0
28,Private,257903,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Other,Female,17,0,37,United-States,0
36,Private,44419,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,20,0,40,United-States,0
34,State-gov,142488,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,-6,1903,40,United-States,0
18,Private,302304,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,25,0,40,United-States,0
19,Private,86192,Some-college,10,Never-married,Sales,Own-child,White,Male,28,1,7,United-States,0
24,Private,60010,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,8,0,21,United-States,0
43,Private,213886,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,14,0,40,Poland,0
43,Self-emp-not-inc,249640,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,0,50,United-States,1
50,Private,198659,Some-college,14,Divorced,Exec-managerial,Unmarried,Black,Female,25,1,40,?,0
65,Private,209186,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,4337,0,40,Mexico,0
56,Private,244578,1st-4th,2,Divorced,Machine-op-inspct,Not-in-family,White,Male,18,-1,40,Outlying-US(Guam-USVI-etc),0
18,Private,348441,11th,7,Never-married,Other-service,Own-child,White,Female,3,0,19,El-Salvador,0
22,Private,217466,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Female,6,-1,40,United-States,0
42,Local-gov,372793,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,-14,0,40,United-States,0
35,Private,256704,9th,4,Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,7,0,40,Cambodia,0
54,Private,187723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,22,0,45,United-States,1
41,Private,232349,7th-8th,6,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,25,0,40,Dominican-Republic,0
44,Federal-gov,31958,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,19,0,50,United-States,1
33,Private,216125,5th-6th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,-8,0,40,Mexico,0
46,Private,265260,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-8,1852,40,United-States,0
42,Self-emp-inc,242442,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,36,1,50,United-States,0
22,Private,153281,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,-7,1,40,South,0
82,Private,186054,7th-8th,3,Divorced,Transport-moving,Not-in-family,White,Male,45,0,40,United-States,0
28,Private,259734,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,-8,-1,35,?,0
21,Private,295957,Some-college,10,Married-AF-spouse,?,Wife,White,Female,-23,0,10,United-States,0
45,Private,192346,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,2,0,40,United-States,0
53,?,188412,Some-college,10,Married-civ-spouse,?,Wife,White,Female,36,0,19,United-States,1
56,Federal-gov,223363,7th-8th,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,-6,0,50,United-States,0
35,Private,289052,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,44,United-States,1
48,Self-emp-inc,176305,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,34,0,74,United-States,1
32,Local-gov,124795,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,10,0,40,United-States,0
57,Private,178802,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,1,61,United-States,1
29,Private,211461,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,55,United-States,0
47,Private,242569,Some-college,11,Married-civ-spouse,Craft-repair,Husband,White,Male,8002,1,40,United-States,0
78,Private,203896,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,17,0,24,United-States,0
19,Private,103535,11th,5,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,13,United-States,0
37,Private,108005,11th,7,Never-married,Craft-repair,Own-child,White,Male,9,1826,22,United-States,0
30,Private,276065,Bachelors,13,Never-married,Transport-moving,Unmarried,White,Male,-5,0,40,Greece,0
55,Private,234241,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,-2,0,40,United-States,0
38,Private,62123,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,9,0,30,United-States,0
28,Private,226542,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,-14,0,40,United-States,0
29,Private,259679,Bachelors,13,Never-married,Other-service,Own-child,White,Female,7,0,36,United-States,0
56,Private,182680,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,21,1,40,England,1
56,Private,105792,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,-3,-1,40,United-States,1
55,Private,186916,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7586,0,56,Canada,1
38,Self-emp-not-inc,130851,Bachelors,13,Never-married,Farming-fishing,Husband,White,Male,15,1,62,United-States,0
29,Private,133759,10th,3,Never-married,Handlers-cleaners,Own-child,White,Male,23,0,40,United-States,0
31,Private,243083,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,26,1,40,United-States,0
35,Private,217829,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7901,0,40,United-States,1
42,Local-gov,203494,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Female,12,0,40,United-States,0
25,?,222787,HS-grad,9,Never-married,?,Other-relative,White,Female,-8,0,30,Greece,0
48,Private,299768,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-3,0,50,United-States,0
42,Private,130039,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,27,0,69,United-States,1
45,Private,273970,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7740,0,40,United-States,0
29,Self-emp-inc,190448,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,19,0,40,United-States,0
26,Private,84300,11th,7,Never-married,Other-service,Own-child,White,Female,18,-1,40,United-States,0
28,Private,70796,HS-grad,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,-12,0,40,United-States,0
45,Private,174072,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,37,-1,36,United-States,0
22,State-gov,186447,10th,7,Never-married,Sales,Own-child,White,Female,-18,0,11,United-States,0
22,Private,233342,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,-29,0,49,Philippines,0
52,Federal-gov,203091,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,21,0,49,United-States,0
46,Private,188127,9th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,3395,1,49,United-States,1
32,Private,152332,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,-1,0,40,United-States,1
56,Self-emp-not-inc,191533,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0,62,United-States,1
61,Local-gov,251002,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,26,1820,70,United-States,1
33,Self-emp-not-inc,182056,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,-2,0,40,United-States,0
54,Private,296282,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,-1,40,United-States,0
17,?,175908,Doctorate,7,Never-married,?,Own-child,White,Female,8,0,23,United-States,0
36,Private,369106,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3,1,50,Canada,1
30,Federal-gov,184311,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,11,1,40,United-States,0
51,Federal-gov,40255,Doctorate,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14,1,50,United-States,1
54,Private,243364,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-7,0,40,United-States,0
27,Self-emp-not-inc,188466,Some-college,10,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,14,0,56,United-States,0
36,Private,209051,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,32,-1,40,?,0
26,Self-emp-inc,134371,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,60,United-States,1
51,Private,241786,10th,4,Married-civ-spouse,Handlers-cleaners,Wife,Black,Male,1,0,40,England,0
48,Private,268376,7th-8th,4,Married-civ-spouse,Tech-support,Husband,Other,Male,20,0,40,Iran,1
48,Private,173166,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,0,46,United-States,0
45,Local-gov,188766,7th-8th,6,Divorced,Other-service,Unmarried,White,Female,44,0,40,United-States,0
24,Private,218414,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,16,-1,44,United-States,0
36,State-gov,365635,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,0,40,United-States,0
32,Private,196911,Bachelors,13,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,7,1,56,United-States,0
61,Private,268541,9th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,32,0,40,United-States,0
25,Private,304954,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,14,1844,49,United-States,0
24,Private,30328,Masters,14,Never-married,Exec-managerial,Not-in-family,Other,Female,24,0,40,United-States,0
48,Local-gov,42549,HS-grad,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
20,Private,187376,Some-college,10,Never-married,Other-service,Own-child,White,Male,15,0,50,United-States,0
36,Private,218294,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-12,0,40,Ireland,0
44,Local-gov,174737,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,23,0,40,United-States,1
35,Private,314562,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,30,1948,49,India,1
15,Private,232801,11th,7,Never-married,?,Own-child,White,Female,21,0,8,United-States,0
40,Private,216627,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,Black,Female,9,-1,35,United-States,0
47,?,224037,10th,6,Married-civ-spouse,?,Husband,White,Male,-19,0,19,?,0
19,?,273867,11th,6,Married-civ-spouse,?,Husband,White,Male,2925,-1,22,United-States,0
36,Self-emp-not-inc,388259,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,10,0,58,Philippines,0
52,Private,163036,Some-college,10,Divorced,Sales,Unmarried,White,Female,8033,0,37,United-States,0
46,Private,194813,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,7771,1,40,United-States,0
50,Private,214613,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,8,-1,40,United-States,0
16,Private,87028,11th,7,Never-married,Other-service,Own-child,White,Male,15,-1,15,United-States,0
43,State-gov,192586,Some-college,6,Never-married,Prof-specialty,Not-in-family,White,Male,3999,1,40,Trinadad&Tobago,0
52,Private,172922,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,16,0,40,United-States,0
44,Private,216512,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,2,0,40,United-States,0
37,Self-emp-inc,368051,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,19,0,40,United-States,1
72,?,536201,Assoc-acdm,13,Married-AF-spouse,?,Wife,White,Male,13,0,16,United-States,0
31,Private,273351,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,31,1,40,United-States,0
44,Private,218381,Assoc-acdm,12,Separated,Other-service,Unmarried,White,Female,23,0,40,United-States,0
31,Private,220446,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,2,0,40,?,0
25,Private,195367,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,14,-1,46,United-States,0
68,Local-gov,416742,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,35,0,59,United-States,0
51,Private,263343,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,14,-1,40,United-States,0
21,?,278793,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,-17,0,21,United-States,0
52,Private,279643,HS-grad,9,Never-married,Other-service,Wife,Amer-Indian-Eskimo,Female,-8,0,40,United-States,0
47,Private,102511,7th-8th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,3457,0,40,United-States,0
28,?,283965,Some-college,9,Never-married,?,Other-relative,Other,Female,14,0,30,United-States,0
59,Self-emp-inc,194205,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,0,57,United-States,1
50,Private,433503,1st-4th,3,Never-married,Other-service,Not-in-family,White,Female,17,-1,40,Trinadad&Tobago,0
70,?,280922,Some-college,10,Married-civ-spouse,?,Husband,White,Male,6,0,58,Philippines,0
47,Private,95537,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,40,United-States,0
25,Private,239985,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,2,0,40,Mexico,0
34,Private,295796,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,-4,0,44,Vietnam,0
28,Private,209950,HS-grad,9,Never-married,Other-service,Own-child,White,Female,19,0,50,United-States,0
25,Private,203479,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-3,1773,40,Poland,0
29,Private,125443,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,7,0,40,Vietnam,0
32,State-gov,223100,Prof-school,10,Never-married,Prof-specialty,Unmarried,Black,Male,19,0,40,United-States,0
52,Private,197371,Bachelors,13,Married-spouse-absent,Other-service,Other-relative,Other,Female,-1,0,36,Mexico,0
33,Private,400036,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,India,0
44,Federal-gov,209524,Some-college,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,3,1,36,United-States,0
40,Private,102966,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,24,0,50,United-States,0
69,?,156380,Assoc-acdm,13,Married-civ-spouse,?,Husband,White,Male,22,0,40,United-States,0
37,Private,315418,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,7,0,40,United-States,0
48,Private,99045,9th,6,Never-married,Handlers-cleaners,Husband,White,Male,6,0,40,United-States,0
32,Private,39089,Some-college,11,Married-civ-spouse,Tech-support,Husband,White,Male,28,1,50,United-States,1
19,?,95382,11th,7,Never-married,?,Own-child,White,Female,3,0,8,United-States,0
49,Self-emp-not-inc,252144,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7,0,40,United-States,0
36,Private,201161,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,4,0,56,United-States,0
58,State-gov,180057,Some-college,10,Married-civ-spouse,?,Husband,White,Male,24,0,40,United-States,1
65,Federal-gov,434608,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,22,0,55,United-States,0
22,Private,190036,1st-4th,3,Never-married,Other-service,Not-in-family,Black,Female,18,0,40,United-States,0
49,State-gov,213831,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,1874,70,United-States,0
19,?,245385,HS-grad,9,Never-married,?,Own-child,White,Male,23,0,23,United-States,0
52,Private,281208,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,17,0,40,United-States,0
25,Private,138052,Some-college,13,Never-married,Handlers-cleaners,Own-child,Black,Male,10,0,57,United-States,0
76,?,208583,11th,7,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Female,6,0,11,Cuba,0
22,Private,37997,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,27,-1,30,United-States,0
40,Private,99926,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,-12,0,49,United-States,0
48,Private,30050,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,16,0,40,United-States,0
31,?,313243,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,11,-1,40,United-States,0
67,?,184258,Some-college,10,Widowed,?,Not-in-family,White,Female,23,0,40,United-States,0
27,Private,222476,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,-6,0,40,United-States,0
43,Private,249350,Bachelors,13,Separated,Craft-repair,Not-in-family,Black,Female,32,0,40,United-States,0
48,Private,362940,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15361,1,57,India,1
46,Private,167044,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,8,0,40,United-States,0
23,Private,416655,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,22,0,40,United-States,0
45,Local-gov,260747,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,-4,0,56,United-States,1
44,Local-gov,295089,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,5,1,40,United-States,0
38,Private,271963,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,50,United-States,0
31,Private,240152,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,11,0,73,United-States,0
45,Self-emp-not-inc,141471,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,9,0,71,United-States,1
73,Private,99870,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,1,0,37,United-States,0
35,Self-emp-not-inc,224577,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,15,0,58,United-States,0
38,Private,191332,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,14,0,49,United-States,0
64,Private,203430,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,38,1,40,Mexico,0
17,?,164869,10th,6,Never-married,?,Unmarried,White,Female,18,-1,40,United-States,0
